psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
876	90906	315	36	"e"	1	36065	46540	"S"	2	2	2	2	1	1	1		3	3			2	1	2	1	1	2	1	9	2			2	9	2	1	1	2	2	2	1	2	1	1	1	2							1	1	1	2	2	4	2	2	2								2	2	1	2	1	2	2		1	1	2	2	2	3	2		2	1	4	2	1	2	1	3	2	2	1		3	1	1	3	1	2	26	7	2	1	5	1	1	2	5	"NONDENOMINATIONAL"	3	1	1	2	1			1	4	1	2	2	1	4	13494	1	2	1	57	55		"HOMELAND SECURITY...I THINK WE HAVE TOO MANY TROUPS OUT OF THE COUNTRY; I THINK WE SOULD BRING SOME OF THEM HOME TO HELP PROTECT US HERE AT HOME"					1	2	3	2	4	1	2.7804878048780486	14	60906	1.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	7.0	3.0	2.0	0.435	87.76761	234533	5.7185984	46708	0.43	0.55	0.0	0.25	1.0	0.25	0.2	0.36328125	0.023916684	0.07838845	0.25213122	0.5194805	26.0	0.25	1.0	0.0	0.0	0.0
875	90906	315	36	"e"	1	36065	46540	"U"	1	2	1	2	1	2	2		1	4			1	3	4	1	2	2	2	5	9	9		1	2	2	9	2	2	2	1	1	4	1	2	1	1							2	1	1	1	3	4	1	3	4								4	4	9	4	3	2	1		2	1	2	2	1	4	1		1	9	4	3	2	1	2	4	2	2	3		4	1	3	1	1	2	85	6	2	1	4	2	2	1	6		5	1	1	1	1		2		4	1	2	3	1	4	13440			2	96			"EVERYBODY IS TOO COMPLACENT; THEY THINK EVERYTHING IS GOING TO GO ALONG FINE, BUT IT''S NOT THAT WAY ANYMORE...IT''S A BIG MESS; PUT SOMETHING CHEERFUL ON THE TV ONCE IN AWHILE"					4	2	3	6	4	1	1.1951219512195121	3	60906	5.0	2.0	1.0	1.0	0.0	1.0	0.0	5.0	6.0	5.0	1.0	0.435	87.76761	234533	5.7185984	46708	0.43	0.55	1.0	0.25	0.8333333	0.5	0.0	0.36328125	0.023916684	0.07838845	0.25213122	0.5194805	85.0	0.5	0.0	0.0	0.0	1.0
153	90606	315	36	"e"	1	36067	45060	"S"	2	2	1	1	1	1	4		2	4			3	3		3	1	2	1	10	1			2	1	2	2	1	1	9	3	1	1	3	2	2	1							3	2	3	1	4	3	1	1	1								1	2	2	2	1	1	2		1	9	1	1	1		1		2	2	2	3	2	1	1	2	1	1	2		2	2	1	2	2	1	42	5	2	1	1	1	2	2	5		8	1	1	1	1		3		3	1	1	1	1	4	13116			1	57			"homeland security"					2	3	2	3	3	1	2.6097560975609757	1	60906	5.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	5.0	8.0	2.0	0.449	82.35922	463704	10.579378	50676	0.54	0.44	1.0	0.5	0.6666667	0.875	0.2	0.41796875	0.047404345	0.14501825	0.2952228	0.37662336	42.0	0.875	0.0	0.0	0.0	1.0
877	90906	315	36	"e"	1	36067	45060	"S"	2	2	2	2	1	1	2		1	2			1	3	2	1	1	3	1	10	2			2	2	2	2	2	2	2	2	2	2	1	2	1	1							1	1	1	2	1	4	2	4	2								1	2	1	2	2	2	4		4	1	2	1	1	4	3		2	1	3	3	1	1	9	3	2	2	1		3	2	3	1	1	2	25	5	2	1	5	1	9		5		3	1	1	3		9			3	1	2	1	2	1	13212			1	18			"violence"					1	3	2	2	3	1	5.2926829268292686	11	60907	3.0	3.0	0.0	1.0	0.0	0.0	1.0	3.0	5.0	3.0	2.0	0.449	82.35922	463704	10.579378	50676	0.54	0.44	0.5	0.5	0.6666667	0.25	0.2	0.41796875	0.047404345	0.14501825	0.2952228	0.37662336	25.0	0.25	1.0	0.0	0.0	0.0
413	90706	315	36	"e"	1	36067	45060	"S"	2	2	1	2	1	2	2		2	2			3	2	2	1	1	1	1	10	1			1	2	2	1	2	2	1	2	1	2	3	1	1	1							1	2	2	1	2	2	4	4	1								2	1	1	4	1	1	1		1	2	2	1	1	2	1		2	1	3	3	2	1	2	3	1	2	2		3	1	3	2	2	2	63	7	2	1	2	2	1	2	4		5	1	1	3		1	2		3	1	2	2	2	4	13206	2		2	1			"ECOMOMY"					3	3	2	5	4	1	1.6097560975609757	2	60907	4.0	3.0	1.0	1.0	0.0	0.0	0.0	5.0	7.0	5.0	3.0	0.449	82.35922	463704	10.579378	50676	0.54	0.44	0.75	0.5	1.0	0.5	0.4	0.41796875	0.047404345	0.14501825	0.2952228	0.37662336	63.0	0.5	0.0	0.0	0.0	1.0
1386	90806	845	36	"e"	1	36071	39100	"S"	2	1	2	2	1	1	1	1	3	2	2	3			3	1	1	2	1	9	2		4		1	1	1	2	3	1	2	1	4	1	1	2	2	2	2	1	1	1	2							2	2	1	1	1	2	2	2	2	2								2		3	2	1	2	3	2	2		1	4	3	2	2	2	2	2	2	1	3		1	1	3	1	2	20	5	2	1	1	1	8		3	"BUDDHIST"	8	1	1	3		2		1	4	2		3	2	4	12785	1	1	1	43			"PRESIDENT STARTS THINGS FOR THE RIGHT REASON AND NEVER FINISHES THEM, STARTS THINGS FOR THE WRONT"	99			"NOTHING IN PARTICULAR"	1	3	3	1	3	1	5.32	2	60908	2.0	2.0	0.0	1.0	0.0	1.0	0.0	8.0	5.0	8.0	4.0	0.407	77.77235	370201	9.57858	69523	0.44	0.55	0.25	0.25	0.6666667	0.875	0.6	0.25390625	0.037821256	0.13129967	0.49989682	0.5194805	20.0	0.875	0.0	0.0	0.0	0.0
1384	90806	845	36	"e"	1	36071	39100	"S"	2	2	1	1	1	1	2		1	2			2	4	2	1	1	1	1	10	1			2	1	9	3	1	3	2	3	1	1	4	1	2	1							2	1	1	1	2	3	1	1	1								1	2	1	1	1	1	2		1	1	1	1	1	1	1		1	2	3	9	2	9	1	2	1	1	1		1	2	1	3	3	3	36	7	2	1	1	1	2	2	2		8	1	1	1	1		2		2	1	1	1	1	4	10916			2	59			"FOREIGN AFFAIRS"					2	3	3	3	4	1	2.2439024390243905	1	60908	5.0	4.0	1.0	1.0	0.0	0.0	0.0	8.0	7.0	8.0	5.0	0.407	77.77235	370201	9.57858	69523	0.44	0.55	1.0	0.75	1.0	0.875	0.8	0.25390625	0.037821256	0.13129967	0.49989682	0.5194805	36.0	0.875	0.0	0.0	0.0	1.0
880	90806	315	36	"e"	1	36075	45060	"S"	2	1	1	1	1	1	4	1	2	2	2	1			2	2	1	1	1	10	9	1	9		9	9	2	2	3	2	9	1	2	3	2	2	1	2	2	3	1	1	2							1	4	1	4	4	3	1	4	4	1								9		3	9	1	9	9	9	9		9	3	2	1	3	9	2	1	9	2	9		2	3	3	3	3	61	5	2	1	1	2	1	2	4		8	1	1	1	2		2		3	1	1	1	1	4	13069	1	1	1	96	46		"LACK OF SOCIAL RESPECT AND SO FOURTH-SOCIAL ISSUES-FROM THE WAY THINGS ARE MARKETED TO THE THINGS PEOPLE DIRECT EACH OTHER-LESS THAN CIVILIZED. BIGGEST FRUSTRATION WITH 2PARTY SYSTEM-APPEARS 98% OF TIME THAT ITS THE PARTY OVER THE COUNTRY-WHETH"	26	12	10	"ITS NORMALLY A BASKET OF THEM-THE WAY THE PARTIES THEMSELVES PRESENT THEMSELVES,TO LACK OF INITIATIVE TO COME UP WHEN ADRESSED WITH IMMIGRATION,AND FORTITUDE TO INFORM THE COUNTRY THAT THEYRE IN A DIFFERENT TYPE OF WAR THAN THE WORLD HAS EVER S"	3	2	3	5	3	1	1	2	60908	4.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	5.0	8.0	3.0	0.412	96.63639	122220	0.8967436	45333	0.47	0.51	0.75	0.5	0.6666667	0.875	0.4	0.2734375	0.012405761	0.012292233	0.23719905	0.46753243	61.0	0.875	1.0	0.0	0.0	1.0
606	90706	718	36	"e"	1	36081	35620	"U"	1	2	1	2	1	2	3		1	2			1	4	2	1	2	4	1	10	3	9		3	2	2	1	1	2	1	9	1	9	1	1	1	9							2	1	1	9	1	4	4	4	4								4	4	4	4	4	4	4		1	4	2	2	2	4	1		3	9	4	2	2	2	2	4	2	2	3		4	2	2	1	2	2	29	6	2	2	5	2	9		6		3	1	1	3		9			9	1	2	2	2	4	11433			1	62			"WORLD TERRORIST"					1	5	1	2	4	2	2.4146341463414633	6	60906	3.0	3.0	1.0	0.0	1.0	0.0	0.0	3.0	6.0	3.0	1.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.5	0.5	0.8333333	0.25	0.0	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	29.0	0.25	0.0	0.0	0.0	1.0
609	90706	718	36	"e"	1	36081	35620	"U"	1	1	2	9	1	1	4	9	2	2	1	2			4	3	1	1	1	10	9	9	1		1	9	3	2	9	9	3	1	2	2	1	1	1	1	2	1	1	2	2							2	2	9	9	9	2	9	9	9	1								1		4	1	1	1	2	1	1		9	2	3	2	3	2	4	1	3	1	2		1	3	2	1	3	60	3	2	1	1	2	2	2	1		7	1	1	3		9			3	1	9	1	1	4	11417			1	62			"CHANCE OF TERRORISM"	99				3	5	1	5	2	1	3.3658536585365852	2	60906	3.0	3.0	0.0	1.0	0.0	0.0	0.0	7.0	3.0	7.0	6.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.5	0.5	0.33333334	0.75	1.0	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	60.0	0.75	0.0	0.0	0.0	0.0
198	90606	718	36	"e"	1	36081	35620	"U"	1	1	2	1	1	1	2	1	1	3	2	3				3	1	1	1	10	9	9	4		9	9	3	2	1	2	3	1	1	1	1	1	1	2	2	3	1	2	1							1	1	2	9	1	2	2	1	2	2								1		9	1	1	1		1	1		1	3	3	1	1	1	2	2	2	1	2		2	1	3	3	3	66	5	2	1	1	2	2	2	4		10	1	1	1	2		3		3	1	1	2	1	2	11355			1	62			"TERRORISM"	25			"STEVE IRWIN"	4	5	1	6	3	1	1.7073170731707317	1	60906	4.0	3.0	0.0	1.0	0.0	0.0	1.0		5.0	5.188544	3.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.75	0.5	0.6666667	0.523568	0.4	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	66.0		1.0	0.0	0.0	0.0
604	90706	718	36	"e"	1	36081	35620	"U"	1	2	2	2	1	1	1		1	2			2	3	3	9	1	1	1	10	2			1	1	2	2	1	2	2	2	1	4	2	3	1	1							1	1	2	3	2	3	2	2	2								2	2	2	2	2	2	2		2	3	9	2	2	3	1		2	2	3	3	1	1	2	3	2	2	1		9	1	2	1	1	3	84	7	2	1	4	2	2	2	4		5	1	1	2	1			3	4	1	2	3	1	1	11362	1	1	1	60			"INVOLVEMENT IN IRAQ IS DESTROYING"					4	5	1	6	4	1	2.1219512195121952	6	60906	1.0	2.0	0.0	1.0	0.0	1.0	1.0	5.0	7.0	5.0	3.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.0	0.25	1.0	0.5	0.4	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	84.0	0.5	1.0	0.0	0.0	0.0
108	90606	718	36	"e"	1	36081	35620	"U"	1	2	2	2	1	9	2		3	3			1	1		3	1	2	1	9	9	3		2	9	9	3	2	3	2	9	1	2	2	1	3	1							1	1	1	1	4	3	4	4	4								4	4	4	4	4	4	9		4	1	1	1	2		1		2	1	3	2	1	1	9	3	2	3	1		3	9	1	3	3	3	99	5	2	2	2	2	1	1	1	"NON-DENOMINATIONAL"	10	1	1	3		9			4	1	9	3	2	4	11423	2		1	60	88		"THE WAR IN IRAQ, PEOPLE ARE DYING WITH NOTHING TO SHOW FOR  KATRINA, THINGS ARE LEFT UNANSWERED"						5	1		3	2	1.7560975609756098	1	60906	3.0	2.0	0.0	0.0	1.0	1.0	0.0		5.0	4.3561006	6.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.5	0.25	0.6666667	0.41951257	1.0	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	50.0		1.0	0.0	0.0	0.0
150	90606	718	36	"e"	1	36081	35620	"U"	1	1	2	2	1	1	1	9	4	4	9	9				1	2	5	9	1	9	2	4		1	2	2	2	2	2	2	1	4	1	1	4	4	1	4	1	1	4	4							2	2	9	2	2	2	2	1	2	9								3		4	2	2	2		2	2		2	3	3	1	2	2	1	1	2	2	4		2	3	3	3	3	45	3	2	2	1	1	2	2	4		9	2		9		9			9	2		1	2	4	11692			2	17			"SCHOOL SYSTEMS"	99				2	5	1	4	2	2	2.951219512195122	1	60906	3.0	3.0	0.0	0.0	1.0	0.0	0.0	9.0	3.0	9.0	3.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.5	0.5	0.33333334	1.0	0.4	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	45.0	1.0	1.0	0.0	0.0	0.0
128	90606	718	36	"e"	1	36081	35620	"U"	1	2	1	2	1	2	1		2	4			2	1		1	1	2	1	6	1			2	2	2	2	2	1	1	2	1	2	1	2	1	2							1	1	1	2	1	2	2	2	4								2	2	2	2	2	2	4		2	2	2	2	2		1		2	2	2	3	2	2	2	3	2	2	2		3	1	3	1	3	2	47	5	1	1	1	2	2	2	3		5	1	1	1	2		2		2	1	1	1	2	1	11106			2	2			"work...unemployment"					2	5	1	4	3	3	5.32	1	60906	4.0	4.0	1.0	0.0	0.0	0.0	1.0	5.0	5.0	5.0	4.0	0.43	43.09455	2199169	19.09685	55291	0.72	0.27	0.75	0.75	0.6666667	0.5	0.6	0.34375003	0.2252716	0.26177263	0.3453406	0.15584417	47.0	0.5	0.0	1.0	0.0	1.0
1039	90906	518	36	"e"	1	36083	10580	"S"	2	1	1	1	1	1	2	1	2	2	2	4			2	3	1	1	1	8	2		2		1	1	2	1	3	9	3	1	2	4	1	1	2	2	1	2	1	2	2							1	1	1	2	2	2	2	2	2	2								1		3	1	1	1	3	2	1		1	3	3	1	1	1	3	1	2	1	2		2	1	2	1	1	54	5	2	1	1	2	2	2	4		5	1	1	4		1	3		3	1	1	1	1	4	12198			2	60			"THE WAR IN IRAQ"	98			"NEW YORK STATE TROOPERS"	3	2	2	4	3	1	1	4	60906	4.0	3.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	5.0	3.0	0.408	88.46743	158629	5.0072813	54152	0.5	0.48	0.75	0.5	0.6666667	0.5	0.4	0.25781247	0.016137308	0.06863798	0.33297133	0.4285714	54.0	0.5	1.0	0.0	0.0	1.0
505	90706	518	36	"e"	1	36083	10580	"S"	2	1	2	2	1	1	2	9	4	4	4	4			4	1	1	1	1	10	2		1		1	9	2	2	2	2	3	1	3	2	1	1	2	2	2	1	2	2	2							1	2	2	2	2	2	1	2	1	2								2		3	2	2	2	4	2	2		1	3	2	1	1	2	4	2	2	1	3		2	3	1	1	2	62	4	2	1	1	2	2	2	1		8	1	1	2	9			1	3	1	9	3	1	4	12180	2		1	43			"CURRENT ADMINISTATION"	99				3	2	2	5	2	1	1.6585365853658536	2	60906	2.0	3.0	0.0	1.0	0.0	1.0	0.0	8.0	4.0	8.0	6.0	0.408	88.46743	158629	5.0072813	54152	0.5	0.48	0.25	0.5	0.5	0.875	1.0	0.25781247	0.016137308	0.06863798	0.33297133	0.4285714	62.0	0.875	1.0	0.0	0.0	0.0
1232	90906	718	36	"e"	1	36085	35620	"U"	1	1	1	1	1	1	2	9	3	2	3	1			2	3	2	6	2	1	2		2		1	1	9	2	1	2	3	1	1	1	1	2	2	2	3	2	2	1	2							1	4	3	9	4	3	3	3	1	9								1		3	9	1	2	2	3	2		2	3	3	2	1	1	2	1	1	2	3		1	2	3	2	1	62	3	2	1	1	2	2	2	5		6	2		1	2		3		1	2		3	1	4	10309	1	1	2	96	51		"LACK OF COMMUNICATION, WORRYING ABOUT OTHER COUNTRIES"	99				3	5	2	5	2	1	3.7560975609756095	2	60907	4.0	5.0	1.0	1.0	0.0	1.0	0.0	6.0	3.0	6.0	2.0	0.427	75.76049	463450	10.047038	71084	0.43	0.56	0.75	1.0	0.33333334	0.625	0.2	0.3320312	0.047378313	0.13772112	0.5168489	0.53246754	62.0	0.625	0.0	0.0	0.0	1.0
1233	90806	718	36	"e"	1	36085	35620	"U"	1	2	1	1	1	1	2		1	3			1	2	1	1	1	1	1	10	2			2	1	1	2	2	3	2	3	2	1	4	3	1	2							1	3	2	2	1	3	2	1	1								2	1	1	2	2	1	2		2	3	2	2	2	3	3		2	2	2	3	1	2	2	2	1	2	1		1	2	3	3	1	3	25	3	1	2	5	2	2	1	4		3	1	1	2	1			3	3	1	2	1	2	4	10304	1	1	1	62			"TERRORISM"					1	5	2	2	2	3	5.32	3	60907	1.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	0.427	75.76049	463450	10.047038	71084	0.43	0.56	0.0	0.5	0.33333334	0.25	0.4	0.3320312	0.047378313	0.13772112	0.5168489	0.53246754	25.0	0.25	1.0	1.0	0.0	1.0
1043	91006	518	36	"e"	1	36091	10580	"S"	2	2	1	1	1	2	2		2	2			2	3	2	1	1	1	1	10	1			1	1	2	2	2	3	1	3	2	1	4	1	1	1							1	1	2	2	1	3	1	1	1								4	1	4	1	1	1	1		1	2	1	2	2	2	1		2	9	3	2	1	3	1	1	9	1	2		2	2	3	2	9	1	27	7	2	2	1	1	1	1	4		6	1	1	3		1	3		2	1	9	1	1	4	72801			2	96			"THE MEDIA ARE MORONS"					1	2	3	2	4	2	1.5609756097560976	3	60908	4.0	4.0	1.0	0.0	1.0	0.0	0.0	6.0	7.0	6.0	3.0	0.405	94.7428	217264	1.4687201	65100	0.46	0.53	0.75	0.75	1.0	0.625	0.4	0.24609374	0.02214679	0.020132678	0.4518641	0.49350643	27.0	0.625	1.0	0.0	0.0	1.0
1044	91006	518	36	"e"	1	36091	10580	"S"	2	2	1	9	1	2	4		1	3			1	2	1	3	2	2	1	8	2			2	9	2	1	1	3	9	3	2	3	2	3	1	1							2	1	2	4	2	4	2	3	9								2	2	9	2	2	2	9		2	1	3	1	1	2	1		2	1	3	3	2	1	1	2	1	2	1		2	2	3	2	3	3	45	3	2	1	5	2	1	2	4		3	1	1	2	2			3	9	2		1	1	1	12118	1	1	2	60			"war in iraq"					2	2	3	4	2	1	3.5609756097560976	8	60908	2.0	2.0	1.0	1.0	0.0	0.0	1.0	3.0	3.0	3.0	3.0	0.405	94.7428	217264	1.4687201	65100	0.46	0.53	0.25	0.25	0.33333334	0.25	0.4	0.24609374	0.02214679	0.020132678	0.4518641	0.49350643	45.0	0.25	0.0	0.0	0.0	1.0
1041	91006	518	36	"e"	1	36093	10580	"S"	2	1	1	2	1	9	1	1	2	3	1	4			2	1	1	1	1	10	2		4		9	2	2	2	3	1	1	9	4	4	2	2	3	2	2	2	3	3	2							2	2	2	2	1	2	1	3	2	4								2		2	2	2	2	4	1	2		1	2	3	1	1	2	4	1	2	2	3		1	3	2	2	1	40	3	2	1	1	1	9		6		8	1	1	3		2		3	3	1	2	1	1	4	12302	1	1	1	43			"i would say probably the amount of influence business has on the way america is being run/lobbying"	14	15	96	"yankees, how the president is handling thing and what is going on abroad"	2	3	2	3	2	1	3.4878048780487805	5	60908	2.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	3.0	8.0	1.0	0.422	81.28833	153268	9.527756	55188	0.52	0.46	0.25	0.5	0.33333334	0.875	0.0	0.31249997	0.015587861	0.13060299	0.34422207	0.4025974	40.0	0.875	1.0	0.0	0.0	1.0
1040	90906	518	36	"e"	1	36093	10580	"S"	2	2	1	1	1	2	4		3	3			3	4	4	3	1	1	1	10	9	9		1	2	9	3	1	3	2	3	2	4	4	2	2	2							2	1	2	1	2	2	3	3	3								3	3	3	3	3	3	9		3	9	1	1	1	9	2		2	2	3	3	2	3	1	3	1	1	2		2	1	1	3	3	3	45	5	2	1	2	1	1	1	2	"Non-denominational Christian"	6	1	1	3		9			3	1	1	1	1	4	12306			2	96	57	52	"People thinking they deserve everything instead of working for it, Homeland Security for allowing anyone in, cost of living"					2	3	2	4	3	1	3.048780487804878	3	60908	3.0	3.0	1.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	5.0	0.422	81.28833	153268	9.527756	55188	0.52	0.46	0.5	0.5	0.6666667	0.625	0.8	0.31249997	0.015587861	0.13060299	0.34422207	0.4025974	45.0	0.625	0.0	0.0	0.0	1.0
268	90606	315	36	"e"	1	36099	0	"R"	3	1	1	1	1	1	2	1	2	2	3	4				3	1	1	1	10	1		2		1	2	3	2	1	2	3	2	1	3	1	2	1	4	3	2	2	1	2							3	1	9	2	9	1	3	3	1	1								1		4	9	2	1		2	1		9	4	2	1	2	2	3	2	1	1	3		2	1	3	3	3	57	3	2	1	5	2	1	2	5		4	1	1	1	2		1		3	1	1	3	1	1	13148			2	4	60		"inflationwar"	99			"no special subject all of them"	3	2	3	5	2	1	1.829268292682927	2	60906	4.0	3.0	1.0	1.0	0.0	1.0	1.0	4.0	3.0	4.0	2.0	0.396	92.749725	35309	4.4832764	46707	0.46	0.52	0.75	0.5	0.33333334	0.375	0.2	0.21093747	0.0034982802	0.061455112	0.25212038	0.48051944	57.0	0.375	1.0	0.0	0.0	1.0
1175	90906	631	36	"e"	1	36103	35620	"S"	2	2	2	2	1	1	2		1	2			3	4	1	1	1	2	1	10	2			2	1	2	2	1	2	1	2	1	4	1	2	1	2							2	1	1	4	2	2	2	2	2								2	2	2	1	4	2	2		1	2	2	1	2	3	1		2	1	3	2	1	1	2	4	1	2	1		3	9	1	3	1	1	47	7	2	1	1	1	2	2	5		8	1	1	3		2		3	4	1	2	1	1	3	11901			1	60			"THE WAR IN IRAQ"					2	4	2	4	4	1	2.658536585365854	4	60906	2.0	2.0	0.0	1.0	0.0	0.0	1.0	8.0	7.0	8.0	2.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.25	0.25	1.0	0.875	0.2	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	47.0	0.875	1.0	0.0	0.0	0.0
564	90706	631	36	"e"	1	36103	35620	"S"	2	2	2	2	1	1	1		4	4			2	1	4	3	1	3	1	8	1			2	9	1	2	2	2	2	3	2	3	3	1	4	4							2	1	1	2	4	4	1	1	9								2	2	9	1	1	2	2		1	1	1	1	1	4	3		2	1	2	3	1	1	1	3	2	1	1		1	2	2	1	1	2	51	3	2	1	2	2	2	2	6		5	1	1	3		1	3		4	1	2	1	1	1	11772	2		2	76			"FUEL PRICES"					3	4	2	4	2	1	4.609756097560975	2	60906	4.0	2.0	0.0	1.0	0.0	0.0	1.0	5.0	3.0	5.0	1.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.75	0.25	0.33333334	0.5	0.0	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	51.0	0.5	1.0	0.0	0.0	0.0
82	90606	631	36	"e"	1	36103	35620	"S"	2	1	1	2	1	9	2	1	1	2	2	3				1	1	2	1	8	3	1	1		9	9	1	2	3	2	3	2	4	2	1	2	2	2	2	2	1	1	1							2	9	1	9	9	2	2	9	9	1								2		3	1	1	1		2	1		1	2	1	2	1	1	3	2	1	1	3		1	3	1	1	2	58	5	2	1	1	2	1	2	3		8	1	2	3		1	3		3	1	2	1	1	4	11720	1	1	2	62			"nervous about terrorsm"	21			"ppl from 911 breathing in the dust n dying"	3	4	2	5	3	1	1.048780487804878	1	60906	4.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	5.0	8.0	4.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.75	0.5	0.6666667	0.875	0.6	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	58.0	0.875	0.0	0.0	0.0	1.0
1174	90806	631	36	"e"	1	36103	35620	"S"	2	2	1	2	1	2	1		2	2			3	3	2	3	1	2	1	8	2			1	1	2	2	2	3	2	2	1	2	1	1	2	2							2	1	1	1	1	2	2	4	2								4	2	2	2	4	2	1		1	3	2	1	2	4	1		2	2	4	2	2	2	1	4	2	2	1		3	1	1	3	3	2	45	5	2	2	1	1	1	1	4		6	1	1	2	2			3	2	1	2	1	1	1	11706			1	60			"WAR IN IRAQ"					2	4	2	4	3	2	2.048780487804878	5	60906	2.0	4.0	1.0	0.0	1.0	0.0	1.0	6.0	5.0	6.0	3.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.25	0.75	0.6666667	0.625	0.4	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	45.0	0.625	0.0	0.0	0.0	1.0
1176	91006	631	36	"e"	1	36103	35620	"S"	2	2	1	1	1	2	2		2	3			2	3	2	1	1	1	1	10	1			1	2	2	1	2	3	9	2	9	1	4	3	3	3							1	1	4	3	3	4	1	1	1								9	9	9	1	1	1	1		2	3	9	2	1	2	1		1	2	2	3	2	1	1	2	1	1	2		2	2	3	2	2	1	65	3	1	1	1	2	2	2	6		5	1	1	3		1	3		2	1	1	3	1	4	11790	1	1	2	46			"THE DEMOCRATS"					4	4	2	6	2	3	4.2682926829268295	4	60906	4.0	4.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	5.0	1.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.75	0.75	0.33333334	0.5	0.0	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	65.0	0.5	0.0	1.0	0.0	1.0
565	90706	631	36	"e"	1	36103	35620	"S"	2	1	2	9	1	9	2	1	4	4	4	1			4	3	9	9	2	1	9	2	2		9	9	2	1	9	2	9	1	4	2	3	2	1	1	1	2	3	1	3							9	9	9	9	9	9	9	9	9	9								9		9	3	1	9	3	2	9		1	3	3	2	1	9	3	1	3	2	2		2	1	3	3	3	46	5	2	1	2	2	2	2	5		10	2		2	2			9	3	2		1	1	1	11772	2		2	47	60		"ILLEGAL IMIGRATION, WARS"	97			"LOCAL NEWS."	2	4	2	4	3	1	1.3170731707317074	2	60906	2.0	3.0	0.0	1.0	0.0	0.0	1.0		5.0	5.188544	2.0	0.417	83.013435	1482548	7.3331184	84506	0.49	0.49	0.25	0.5	0.6666667	0.523568	0.2	0.29296872	0.15182534	0.1005197	0.66260874	0.44155845	46.0		0.0	0.0	0.0	0.0
